country,country_code,year,electricity_access,forest_area,gdp_per_capita,internet_users,life_expectancy,population,secondary_school_enrollment,unemployment
Kiribati,KIR,2008,69.4,1.45679012345679,1410.62246914058,7.0,65.746,104222.0,82.9311904907227,
Kiribati,KIR,2017,85.7,1.45679012345679,1854.3326920967,25.30960083,65.787,120275.0,,
Kiribati,KIR,2018,87.5,1.45679012345679,1915.56002581991,32.9864006,65.807,122084.0,,
Kiribati,KIR,2019,89.3,1.45679012345679,1750.24040333237,41.79299927,65.866,123921.0,,
Kiribati,KIR,2020,91.0,1.45679012345679,1751.87199542272,52.95090103,65.205,126099.0,,
Kiribati,KIR,2021,92.8,1.45679012345679,2223.54147866465,67.08760071,64.148,128377.0,87.142166928373,
Kiribati,KIR,2022,94.4,1.45679012345679,2078.7648751855,84.99849701,66.269,130469.0,88.6853008111105,
Kiribati,KIR,2023,95.9,1.45679012345679,2200.68918614289,88.0,66.473,132530.0,94.7441990494828,
Kiribati,KIR,2024,97.7,,2550.98377226188,89.44029999,66.6,134518.0,90.2786712646484,
"Korea, Dem. People's Rep.",PRK,2000,,53.6059297400548,,0.0,60.911,23665910.0,,3.653
"Korea, Dem. People's Rep.",PRK,2001,,53.4296154804418,,0.0,60.893,23815358.0,,3.676
"Korea, Dem. People's Rep.",PRK,2002,,53.2533012208288,,0.0,60.877,23943973.0,,3.644
"Korea, Dem. People's Rep.",PRK,2003,,53.0769869612158,,0.0,69.399,24090380.0,,3.668
"Korea, Dem. People's Rep.",PRK,2004,,52.9006727016029,,0.0,69.294,24254943.0,,3.62
"Korea, Dem. People's Rep.",PRK,2005,,52.7243584419899,,,69.168,24396433.0,,3.576
"Korea, Dem. People's Rep.",PRK,2006,,52.5480441823769,,,69.061,24524507.0,,3.55
"Korea, Dem. People's Rep.",PRK,2007,,52.3717299227639,,,69.021,24646383.0,,3.547
"Korea, Dem. People's Rep.",PRK,2008,,52.1954156631509,,,69.303,24764618.0,,3.48
"Korea, Dem. People's Rep.",PRK,2017,44.2,50.6104144174072,,,73.034,25817709.0,,3.498
"Korea, Dem. People's Rep.",PRK,2018,46.3,50.436010298148,,,73.02,25931147.0,,3.409
"Korea, Dem. People's Rep.",PRK,2019,48.4,50.2533012208288,,,72.928,26037632.0,,3.439
"Korea, Dem. People's Rep.",PRK,2020,50.5,50.0788971015696,,,72.783,26136312.0,,3.624
"Korea, Dem. People's Rep.",PRK,2021,52.6,49.9044929823104,,,73.437,26232534.0,,3.692
"Korea, Dem. People's Rep.",PRK,2022,54.7,49.7300888630512,,,73.641,26328845.0,,3.457
"Korea, Dem. People's Rep.",PRK,2023,57.5,49.5507017689561,,,73.642,26418204.0,,3.463
"Korea, Dem. People's Rep.",PRK,2024,61.4,,,,73.743,26498823.0,,3.539
"Korea, Rep.",KOR,2000,100.0,67.1366369479577,12710.2995795579,44.7,75.909756097561,47008111.0,98.0937805175781,4.063
"Korea, Rep.",KOR,2001,100.0,66.8503204465578,11981.4828218758,56.6,76.4121951219512,47370164.0,97.6082382202148,3.699
"Korea, Rep.",KOR,2002,100.0,66.7238351069325,13642.9424537101,59.4,76.7658536585366,47644736.0,97.2662963867188,3.046
"Korea, Rep.",KOR,2003,100.0,66.625,15211.5483770422,65.5,77.2146341463415,47892330.0,96.9660186767578,3.348
"Korea, Rep.",KOR,2004,100.0,66.5193141912828,17121.6301633201,72.7,77.6658536585366,48082519.0,96.9991989135742,3.42
"Korea, Rep.",KOR,2005,100.0,66.4068146618482,20167.0474902506,73.5,78.1682926829268,48184561.0,97.2146224975586,3.482
"Korea, Rep.",KOR,2006,100.0,66.2943848059455,22609.7059431449,78.1,78.6682926829268,48438292.0,96.7785415649414,3.254
"Korea, Rep.",KOR,2007,100.0,66.1751960379695,25078.4853957105,78.8,79.119512195122,48683638.0,96.7113800048828,3.013
"Korea, Rep.",KOR,2008,100.0,66.0356737808021,22252.3125108061,81.0,79.5170731707317,49054708.0,96.3489303588867,2.959
"Korea, Rep.",KOR,2017,100.0,64.783099169316,33296.9845439195,95.0694218761004,82.6268292682927,51361911.0,99.105583190918,3.653
"Korea, Rep.",KOR,2018,100.0,64.6739130434783,35363.9508228687,96.0228595797887,82.6268292682927,51585058.0,99.3186569213867,3.824
"Korea, Rep.",KOR,2019,100.0,64.5184426229508,33826.9443301597,96.157579184239,83.2268292682927,51764822.0,98.3813018798828,3.746
"Korea, Rep.",KOR,2020,100.0,64.4159836065574,33645.7719545073,96.50506052,83.4268292682927,51836239.0,97.0888214111328,3.931
"Korea, Rep.",KOR,2021,100.0,64.3135245901639,37518.4635305697,97.57132698,83.5268292682927,51769539.0,98.0692291259766,3.639
"Korea, Rep.",KOR,2022,100.0,64.2110655737705,34822.4048404971,97.16855335,82.6804878048781,51672569.0,97.8181304931641,2.857
"Korea, Rep.",KOR,2023,100.0,64.108606557377,35674.095995632,97.41597478,83.4292682926829,51712619.0,96.2983932495117,2.675
"Korea, Rep.",KOR,2024,100.0,,36238.639908315,97.89563777,83.6292682926829,51751065.0,96.2539901733398,2.784
Kosovo,XKX,2000,,,,,71.321,1802493.0,,
Kosovo,XKX,2001,,,,,71.782,1820009.0,,
Kosovo,XKX,2002,,,,,72.227,1829462.0,,
Kosovo,XKX,2003,,,,,72.678,1826434.0,,
Kosovo,XKX,2004,,,,,73.132,1822773.0,,
Kosovo,XKX,2005,,,,,73.437,1818354.0,,
Kosovo,XKX,2006,,,,,73.63,1813079.0,,
Kosovo,XKX,2007,,,,,74.422,1807094.0,,
Kosovo,XKX,2008,,,2889.14677086951,,74.711,1800858.0,,
Kosovo,XKX,2017,,,4009.32022064732,83.8935968102791,77.105,1791019.0,,
Kosovo,XKX,2018,,,4384.18796440547,89.4430319734879,77.117,1797086.0,,
Kosovo,XKX,2019,,,4415.6992744623,,77.249,1788891.0,,
Kosovo,XKX,2020,,,4320.58382547288,,74.212,1790151.0,,
Kosovo,XKX,2021,,,5269.69946181439,,74.981,1786079.0,,
Kosovo,XKX,2022,,,5298.1473871027,,77.623,1768096.0,,
Kosovo,XKX,2023,,,6220.33213919344,,78.033,1682668.0,,
Kosovo,XKX,2024,,,7026.6988128325,,78.222,1594353.0,,
Kuwait,KWT,2000,100.0,0.272166105499439,19296.3471698729,6.73139576837536,76.2258780487805,1954709.0,85.79931640625,0.8
Kuwait,KWT,2001,100.0,0.280022446689113,17374.2318664227,8.55179243431475,76.3843414634146,2008121.0,87.0694427490234,0.8
Kuwait,KWT,2002,100.0,0.287878787878788,18512.7523035862,10.2489679289296,76.5316341463415,2059974.0,,1.1
Kuwait,KWT,2003,100.0,0.295735129068462,22690.655175144,22.4029383804612,76.6445609756098,2109881.0,96.0627212524414,1.3
Kuwait,KWT,2004,100.0,0.303591470258137,27552.2827399787,22.9271120360078,76.7276829268293,2157320.0,100.651512145996,1.7
Kuwait,KWT,2005,100.0,0.311447811447811,36122.6142741227,25.92609978,76.8007804878049,2236788.0,108.55924987793,1.455
Kuwait,KWT,2006,100.0,0.319304152637486,42946.6374104066,28.79120064,76.8876829268293,2364733.0,101.013938903809,1.3
Kuwait,KWT,2007,100.0,0.327160493827161,45709.4132876371,34.79999924,77.0101707317073,2507887.0,101.308387756348,1.5
Kuwait,KWT,2008,100.0,0.335016835016835,55585.1889344442,42.0,77.1890487804878,2651421.0,99.557746887207,1.75
Kuwait,KWT,2017,100.0,0.350729517396184,29047.6536135703,97.9999893344615,79.9160731707317,4154812.0,,2.23
Kuwait,KWT,2018,100.0,0.350729517396184,32067.9623756889,99.5988495907557,80.1063658536585,4323515.0,,2.202
Kuwait,KWT,2019,100.0,0.350729517396184,31707.8737443551,99.5426764518489,81.969756097561,4442316.0,,2.213
Kuwait,KWT,2020,100.0,0.350729517396184,25236.0755848941,99.10587017,78.7609756097561,4400267.0,,3.489
Kuwait,KWT,2021,100.0,0.350729517396184,34018.6342592913,99.7,78.7365853658537,4360865.0,,2.97
Kuwait,KWT,2022,100.0,0.350729517396184,39981.7691035833,99.74729919,80.5878048780488,4589643.0,,2.133
Kuwait,KWT,2023,100.0,0.350729517396184,34091.9714813002,99.74731125,83.1878048780488,4853420.0,,2.08
Kuwait,KWT,2024,100.0,,32855.7209688827,99.74729919,84.580487804878,4897263.0,,2.151
Kyrgyz Republic,KGZ,2000,99.6,6.15693430656934,279.621738464365,1.04140114469361,68.5585365853659,4898362.0,82.4341583251953,2.143
Kyrgyz Republic,KGZ,2001,99.5,6.18236704900939,308.41129550148,3.00294132719239,68.7073170731707,4945073.0,83.5917129516602,2.273
Kyrgyz Republic,KGZ,2002,100.0,6.20779979144943,321.726775366804,2.99926518003089,68.1560975609756,4990704.0,82.7385635375977,2.416
Kyrgyz Republic,KGZ,2003,99.4,6.23323253388947,380.505828812441,3.90876626828521,68.2560975609756,5043308.0,87.8954772949219,2.548
Kyrgyz Republic,KGZ,2004,99.3,6.25866527632951,433.233873286,5.09038530732863,68.1536585365854,5104713.0,86.5721893310547,2.68
Kyrgyz Republic,KGZ,2005,99.4,6.28409801876955,476.548193640077,10.53380013,67.9560975609756,5162640.0,85.4348373413086,2.816
Kyrgyz Republic,KGZ,2006,98.9,6.30953076120959,543.113512472219,12.30690002,67.6951219512195,5218373.0,85.5732421875,2.962
Kyrgyz Republic,KGZ,2007,99.5,6.33496350364964,721.771577544361,14.03,67.8951219512195,5268385.0,84.9611129760742,3.094
Kyrgyz Republic,KGZ,2008,99.5,6.36039624608968,966.388569370494,15.69999981,68.4512195121951,5318729.0,,3.207
Kyrgyz Republic,KGZ,2017,100.0,6.57280604796663,1221.39046807082,50.80530167,71.2,6306696.0,89.9187538995131,4.425
Kyrgyz Republic,KGZ,2018,100.0,6.66788321167883,1283.5203037417,62.8,71.4,6444079.0,91.1445853879787,4.559
Kyrgyz Republic,KGZ,2019,99.9,6.76298227320125,1421.99927504102,64.1,71.6,6590211.0,91.6686153595535,5.45
Kyrgyz Republic,KGZ,2020,99.9,6.85808133472367,1229.51766602907,72.0,71.8,6726596.0,92.1655305586517,5.945
Kyrgyz Republic,KGZ,2021,99.7,6.95318039624609,1349.99730650542,77.11769867,71.9,6851224.0,92.5062000270634,5.149
Kyrgyz Republic,KGZ,2022,99.7,7.04827945776851,1739.72018344174,84.1937027,72.0487804878049,6975220.0,,4.767
Kyrgyz Republic,KGZ,2023,100.0,7.14337851929093,2138.22210211478,91.04440308,72.2487804878049,7099750.0,91.2655243671618,3.498
Kyrgyz Republic,KGZ,2024,100.0,,2514.81066933171,92.0286026,72.4,7221868.0,91.339996215143,3.491
Lao PDR,LAO,2000,42.6,75.498266897747,318.749852236965,0.111044032290124,58.317,5431212.0,33.2670707702637,2.045
Lao PDR,LAO,2001,45.3,75.2883448873484,320.316005439568,0.181664460654566,58.887,5521482.0,35.1896514892578,1.881
Lao PDR,LAO,2002,46.3,75.0784228769497,313.350817148131,0.267899241309349,59.302,5610889.0,37.9458808898926,1.775
Lao PDR,LAO,2003,48.0,74.8685008665511,355.097216151461,0.333912466428616,59.643,5697945.0,40.6808013916016,1.639
Lao PDR,LAO,2004,53.5,74.6585788561525,409.296298284117,0.361434490258043,60.08,5781626.0,42.5078582763672,1.498
Lao PDR,LAO,2005,57.2,74.4486568457539,466.061506997741,0.850399971,60.688,5869523.0,42.9863014221191,1.35
Lao PDR,LAO,2006,57.0,74.2387348353553,579.391947440719,1.16989994,61.074,5963200.0,42.2330513000488,1.199
Lao PDR,LAO,2007,55.0,74.0288128249567,697.323013673925,1.64,61.694,6056236.0,43.0343399047852,1.068
Lao PDR,LAO,2008,66.0,73.8188908145581,885.747376088762,3.55,62.248,6148969.0,44.126880645752,0.944
Lao PDR,LAO,2017,93.6,72.3526863084922,2432.43059478511,25.51040077,67.345,7018147.0,66.0411073482017,3.268
Lao PDR,LAO,2018,92.9,72.2032062391681,2545.1075420815,36.27130127,67.594,7128045.0,66.1528570578416,2.897
Lao PDR,LAO,2019,98.4,72.053726169844,2589.32081035237,47.03229904,67.911,7237636.0,64.986385458831,2.531
Lao PDR,LAO,2020,99.3,71.9042461005199,2583.77730696131,54.0,68.339,7346533.0,62.4493058083911,2.349
Lao PDR,LAO,2021,100.0,71.7547660311958,2526.05105018529,62.0,67.807,7453194.0,59.8530595325837,2.08
Lao PDR,LAO,2022,100.0,71.6052859618717,2046.40440255621,64.54000092,68.715,7559007.0,56.8782044614964,1.209
Lao PDR,LAO,2023,96.5,71.4558058925477,2066.94979776957,64.39800262,68.964,7664993.0,54.4330611689851,1.186
Lao PDR,LAO,2024,96.5,,2123.97909415109,65.59269714,69.225,7769819.0,51.8523602531839,1.174
Late-demographic dividend,LTE,2000,95.2513038887096,39.5593547515833,1673.00080694053,,71.2853076947069,2043581322.0,69.2597198486328,5.29485034456226
Late-demographic dividend,LTE,2001,95.9134985246953,39.5423349552341,1717.76267736624,,71.6274933298313,2058600486.0,70.8619537353516,5.47907914783063
Late-demographic dividend,LTE,2002,96.2537074525687,39.5244156587177,1809.49031464168,,71.9275718160017,2072599555.0,72.6885375976562,5.66563235164984
Late-demographic dividend,LTE,2003,96.4557227481915,39.500504665086,2048.6554132749,,72.3420403334068,2086139068.0,72.5306701660156,5.90243541524635
Late-demographic dividend,LTE,2004,96.7359835008107,39.4825576268395,2447.19375720562,,72.622308504374,2099412663.0,74.2994384765625,5.70845578270121
Late-demographic dividend,LTE,2005,97.1664597205879,39.4621796965073,2933.48126780409,,73.007214154553,2112603351.0,76.2580413818359,5.63125210477498
Late-demographic dividend,LTE,2006,97.8885016443465,39.4310443201653,3519.25786036637,,73.3817363374868,2126122277.0,78.1073303222656,5.38097826380605
Late-demographic dividend,LTE,2007,97.6286750102813,39.4147814308712,4409.30545340337,,73.7749281005029,2139958608.0,80.9235076904297,5.11709007503548
Late-demographic dividend,LTE,2008,97.9949263472304,39.3986123086604,5453.26292482574,,73.9252633570755,2153941306.0,83.8880767822266,5.14867990448764
Late-demographic dividend,LTE,2017,99.2721123074965,39.482157245881,9138.44151395876,,76.4174343501022,2285870134.0,90.0732574462891,5.27038544833334
Late-demographic dividend,LTE,2018,99.2806763593238,39.5009340757473,9966.8758096194,,76.7781489421434,2298394042.0,90.9479675292969,5.05006029808032
Late-demographic dividend,LTE,2019,99.3289771232339,39.5150105254441,10120.4663725773,,76.9979606258316,2308878047.0,92.0392837524414,5.19591640696366
Late-demographic dividend,LTE,2020,99.3868589993401,39.5214758208134,9874.06805462328,,76.6935638089228,2316152452.0,92.259880065918,5.93153762506637
Late-demographic dividend,LTE,2021,99.4116181639433,39.5365502560065,11760.0897155889,,76.3060137275686,2320127658.0,93.1393737792969,5.50538471355182
Late-demographic dividend,LTE,2022,99.4771148328134,39.5523821398128,12287.4566066286,,76.9543673255695,2323799602.0,93.5337371826172,5.19342173354142
Late-demographic dividend,LTE,2023,99.4570958130029,39.5665785785562,12427.24971376,,77.1240537371626,2326294294.0,93.8114471435547,4.795456897897
Late-demographic dividend,LTE,2024,99.5003821979258,,12874.6436381177,,77.2329659519788,2328876323.0,94.1665420532227,4.59750117083053
Latin America & Caribbean,LCN,2000,91.7360864277566,50.6537218934046,4472.58411072464,,70.8691414957334,520272118.0,79.3801193237305,9.4445224692252
Latin America & Caribbean,LCN,2001,92.3325507733975,50.3778080228259,4326.63992053347,,71.1505464911298,527572583.0,80.5385513305664,9.04975653454107
Latin America & Caribbean,LCN,2002,92.655446118845,50.1044185284893,3839.19614822294,,71.5629004971875,534691591.0,87.1760711669922,9.38790662648606
Latin America & Caribbean,LCN,2003,92.7384088334582,49.8284658986109,3862.13749613595,,71.878308455923,541643365.0,84.6531219482422,9.25661869657505
Latin America & Caribbean,LCN,2004,93.2191410103356,49.5525135440555,4385.89830635252,,72.203823196463,548455563.0,86.362663269043,8.75018243421292
Latin America & Caribbean,LCN,2005,93.5227442363083,49.2765123007479,5229.89898576251,16.6,72.5638143751286,555120780.0,86.6360015869141,8.23739951394743
Latin America & Caribbean,LCN,2006,94.2593346225013,49.0006096609126,6047.73392908046,20.7,72.8332266680253,561751999.0,84.9996795654297,7.61413600233204
Latin America & Caribbean,LCN,2007,94.4765421959323,48.7246581323241,7035.79956287181,23.7,73.0593298775944,568345245.0,86.1367721557617,7.22630490484512
Latin America & Caribbean,LCN,2008,95.2230808289009,48.4487310481122,8077.96531899755,26.4,73.2561404095911,574908733.0,87.2585601806641,6.83921032197309
Latin America & Caribbean,LCN,2017,97.7105992174177,46.8631061558393,9065.82390216762,60.2,74.8318087892113,630414986.0,96.5442810058594,8.02820612705932
Latin America & Caribbean,LCN,2018,97.756715207991,46.7472567541852,8778.55673829884,63.5,75.052717198381,635778081.0,97.567138671875,7.93331984460849
Latin America & Caribbean,LCN,2019,97.9982113870485,46.6213720180679,8539.95940708219,67.8,75.2042598654921,640962372.0,97.6430587768555,8.00061467672947
Latin America & Caribbean,LCN,2020,98.1472760748436,46.4692947040238,7169.39235876452,73.8,73.1889367787058,645498187.0,97.1172180175781,10.214072797585
Latin America & Caribbean,LCN,2021,98.2756306140479,46.346460393507,8292.15210222359,75.8,71.8141764640132,649236092.0,97.418701171875,9.14468412313157
Latin America & Caribbean,LCN,2022,98.5788786246178,46.2293001117069,9412.05924553392,77.1,74.6472096226697,653108131.0,97.0838012695312,6.93153207639263
Latin America & Caribbean,LCN,2023,98.4226177308055,46.1073492142796,10507.6138782353,80.0,75.6435273357906,657616519.0,97.5462493896484,6.19254754786298
Latin America & Caribbean,LCN,2024,98.0459111591331,,10705.1067802788,81.7,75.8179100020065,662185614.0,98.0161209106445,5.86943289832019
Latin America & Caribbean (excluding high income),LAC,2000,91.4689795265121,51.7144511368092,4315.31686378392,,70.5498986335483,487480396.0,79.9674911499023,9.43023989036824
Latin America & Caribbean (excluding high income),LAC,2001,92.1051983799186,51.413620485883,4163.09141082413,,70.8246679458028,494443065.0,80.9854431152344,8.98514907364224
Latin America & Caribbean (excluding high income),LAC,2002,92.4360291313762,51.1155390201321,3657.85196421423,,71.2447484060795,501234679.0,88.0043792724609,9.33585929151463
Latin America & Caribbean (excluding high income),LAC,2003,92.439701604994,50.8146651276446,3662.99926133031,,71.5736738142404,507870430.0,85.1512222290039,9.20720625106016
Latin America & Caribbean (excluding high income),LAC,2004,93.0182149762883,50.5137915556122,4155.65949507287,,71.9021929729155,514373324.0,86.9023895263672,8.70252011336982
Latin America & Caribbean (excluding high income),LAC,2005,93.3363923210281,50.2128648233032,4984.72783651475,16.2,72.2728732661841,520792375.0,87.0918426513672,8.18339925036928
Latin America & Caribbean (excluding high income),LAC,2006,94.0541891151959,49.9120453729104,5770.60290833363,20.4,72.547009904381,527135313.0,85.1911010742188,7.55497236157597
Latin America & Caribbean (excluding high income),LAC,2007,94.3168452277057,49.6111727622399,6758.18967480352,23.3,72.7789303182258,533442703.0,86.3865737915039,7.18560904807712
Latin America & Caribbean (excluding high income),LAC,2008,95.0995151940561,49.3103267317083,7812.5897626227,25.9,72.9784448770196,539713061.0,87.5574722290039,6.7530751478709
Latin America & Caribbean (excluding high income),LAC,2017,97.6345956572633,47.5328547759543,8568.05689042807,59.2,74.5563362550727,592522502.0,97.0704727172852,8.06804526490034
Latin America & Caribbean (excluding high income),LAC,2018,97.6720041771543,47.4018854170986,8231.91428708974,62.6,74.7784467692697,597518751.0,98.0456771850586,7.9491088470884
Latin America & Caribbean (excluding high income),LAC,2019,97.9267480324862,47.2614207322643,8006.02224102566,67.9,74.9415412899456,602249777.0,97.9452209472656,8.0031866353429
Latin America & Caribbean (excluding high income),LAC,2020,98.0726539787735,47.1269981648655,6651.15822114273,73.3,72.8521491389008,606535582.0,97.2736892700195,10.1125058323335
Latin America & Caribbean (excluding high income),LAC,2021,98.2080478765579,46.9883341822734,7694.61136917625,75.3,71.442251113131,610122057.0,97.3833618164062,9.08714668261223
Latin America & Caribbean (excluding high income),LAC,2022,98.5332606972821,46.8557724299434,8838.67169511547,76.6,74.4013120327618,613861839.0,96.8845901489258,6.83824311969363
Latin America & Caribbean (excluding high income),LAC,2023,98.348001499771,46.7180503805674,9891.4632795533,79.7,75.3619658099591,618190397.0,97.3537902832031,6.06496995571875
Latin America & Caribbean (excluding high income),LAC,2024,97.9933011133193,,10065.5029056612,81.4,75.5362004917305,622564181.0,97.849609375,5.7278348014991
Latin America & the Caribbean (IDA & IBRD countries),TLA,2000,91.5465023715452,50.8078119972993,4388.92619654046,,70.7184102333167,504556065.0,79.2825164794922,9.52894893986909
Latin America & the Caribbean (IDA & IBRD countries),TLA,2001,92.1794951117155,50.5273264951077,4222.97448407526,,70.9952366364032,511809816.0,80.4266967773438,9.1432735656305
Latin America & the Caribbean (IDA & IBRD countries),TLA,2002,92.5289426557734,50.2468409929161,3714.37478753607,,71.4081069056409,518881965.0,87.1421203613281,9.50084872810719
Latin America & the Caribbean (IDA & IBRD countries),TLA,2003,92.5944126162123,49.9663554907244,3728.7274317918,,71.7199407794109,525787222.0,84.516227722168,9.38382565258049
Latin America & the Caribbean (IDA & IBRD countries),TLA,2004,93.0888207078371,49.6858699885328,4252.8384478077,,72.0585594152496,532556401.0,86.275749206543,8.88029213614675
Latin America & the Caribbean (IDA & IBRD countries),TLA,2005,93.3985919750135,49.4053844863411,5103.97071369353,16.7,72.4275917225936,539188798.0,86.5360717773438,8.34365571129642
Latin America & the Caribbean (IDA & IBRD countries),TLA,2006,94.1560638664242,49.1248989841495,5926.88235769307,20.9,72.7029489273067,545805913.0,84.8551025390625,7.7076777430645
Latin America & the Caribbean (IDA & IBRD countries),TLA,2007,94.3767313243229,48.8444134819579,6927.88293213364,23.9,72.9337716205704,552399650.0,86.0176696777344,7.31214733545694
Latin America & the Caribbean (IDA & IBRD countries),TLA,2008,95.1417588634308,48.5639279797662,7989.38012096582,26.7,73.133810817189,558968822.0,87.166389465332,6.91574463042059
Latin America & the Caribbean (IDA & IBRD countries),TLA,2017,97.6633402843346,46.9417523065377,8918.58515585187,60.2,74.7614101353626,614776664.0,96.5330505371094,8.12865999426483
Latin America & the Caribbean (IDA & IBRD countries),TLA,2018,97.7078847938323,46.8251384923425,8620.65095771156,63.5,74.9760978010797,620274430.0,97.5631637573242,8.03589728630349
Latin America & the Caribbean (IDA & IBRD countries),TLA,2019,97.9522021469941,46.6984339220953,8363.2081656376,67.7,75.1319711493442,625467307.0,97.6140975952148,8.10633851896146
Latin America & the Caribbean (IDA & IBRD countries),TLA,2020,98.1036683889447,46.5453149234072,6965.15053129735,73.8,73.0747493617473,630051021.0,97.0555877685547,10.355452107179
Latin America & the Caribbean (IDA & IBRD countries),TLA,2021,98.2338083621938,46.4216806951668,8076.87634033776,75.9,71.7449274626405,633862610.0,97.3780975341797,9.26330031941499
Latin America & the Caribbean (IDA & IBRD countries),TLA,2022,98.5448799242171,46.303758906254,9177.79711881332,77.3,74.5684293540859,637837815.0,96.9736022949219,7.01556949606688
Latin America & the Caribbean (IDA & IBRD countries),TLA,2023,98.3852491204833,46.1810129161545,10259.5487208892,80.2,75.5699258379688,642397939.0,97.5160369873047,6.26268991297245
Latin America & the Caribbean (IDA & IBRD countries),TLA,2024,98.0000586906957,,10441.4685782421,81.8,75.7447305457286,647003746.0,98.0442428588867,5.9308852770292
Latvia,LVA,2000,99.9,52.0835007311939,3278.17896440803,6.31906208267861,70.3146341463415,2367550.0,,14.211
Latvia,LVA,2001,99.9,52.2942131229209,3504.61829462397,7.21934580836289,70.7609756097561,2337170.0,92.8558120727539,13.821
Latvia,LVA,2002,99.8,52.504925514648,4003.60935783538,21.94,70.9609756097561,2310173.0,95.2927322387695,13.829
Latvia,LVA,2003,99.8,52.715637906375,4914.57992829302,26.98,71.2658536585366,2287955.0,96.5377883911133,12.061
Latvia,LVA,2004,99.7,52.9263502981021,6109.73265186817,38.58,72.0268292682927,2263122.0,99.2952423095703,11.708
Latvia,LVA,2005,99.7,53.1370626898292,7283.78738127622,46.0,71.3560975609756,2238799.0,102.686317443848,10.033
Latvia,LVA,2006,99.6,53.3477750815562,9211.7374468148,53.63,70.8658536585366,2218357.0,103.965400695801,7.03
Latvia,LVA,2007,99.7,53.5584874732833,13370.9789452508,59.17,71.019512195122,2200325.0,103.921241760254,6.052
Latvia,LVA,2008,99.7,53.7691998650104,15677.6080864506,63.41,72.419512195122,2177322.0,104.897567749023,7.739
Latvia,LVA,2017,100.0,54.6254841146126,15132.4958333982,80.1140770037369,74.6292682926829,1942248.0,110.723251342773,8.715
Latvia,LVA,2018,100.0,54.6876757677536,17252.1710428626,83.5771748630956,74.7829268292683,1927174.0,109.155700683594,7.412
Latvia,LVA,2019,100.0,54.7498674208945,17294.9751600969,86.13545644343,75.3878048780488,1913822.0,107.602462768555,6.312
Latvia,LVA,2020,100.0,54.8094166800579,17564.2321549354,88.89796078,75.1853658536585,1900449.0,105.956283569336,8.098
Latvia,LVA,2021,100.0,54.8716053350474,20261.8887788916,91.17964988,72.9804878048781,1884490.0,105.814010620117,7.513
Latvia,LVA,2022,100.0,54.933793990037,20221.103686109,91.03009059,74.2780487804878,1879383.0,104.764526367188,6.815
Latvia,LVA,2023,100.0,54.9959826450265,22710.2637544197,92.18791291,75.4268292682927,1883710.0,102.126243591309,6.465
Latvia,LVA,2024,100.0,,23578.9663562625,92.70757011,76.4292682926829,1866124.0,101.252647399902,6.9
Least developed countries: UN classification,LDC,2000,20.2297888867973,32.3699291619253,333.541041289596,,55.4013109927151,673273787.0,27.4039306640625,4.69058823718314
Least developed countries: UN classification,LDC,2001,20.998523820677,32.2054680836804,314.11849513558,,55.9858159581879,689505567.0,28.6258907318115,4.72380835168631
Least developed countries: UN classification,LDC,2002,22.9827393959587,32.0410070054354,338.101121320549,,56.5350287539977,706880665.0,29.7574100494385,4.81408543577446
Least developed countries: UN classification,LDC,2003,24.5207703650646,31.8765459271904,373.857895132539,,57.1743521785809,724713713.0,30.3732299804688,4.88937432863617
Least developed countries: UN classification,LDC,2004,24.9097816552024,31.4484635354556,420.034056451314,,57.71121787803,742302769.0,30.7727508544922,4.84650569132879
Least developed countries: UN classification,LDC,2005,26.2710490039686,31.2853955407867,487.477531865706,0.7,58.3100149055359,760310134.0,31.4332504272461,4.78646677820371
Least developed countries: UN classification,LDC,2006,29.1401047414385,31.122123550168,552.997930938455,1.0,59.0169336288555,778789026.0,32.636360168457,4.66764776059219
Least developed countries: UN classification,LDC,2007,29.3521138431476,30.9588630128122,648.873362581636,1.8,59.6139962487597,797076099.0,33.4816093444824,4.72894569655668
Least developed countries: UN classification,LDC,2008,30.7407323275746,30.7961984452817,778.954486616236,2.2,59.8135647530126,815835455.0,34.6614608764648,4.78702697123613
Least developed countries: UN classification,LDC,2017,50.2060962041014,26.7187788826033,1037.25514816682,16.2,64.0368817418845,1008260714.0,45.3309783935547,4.95341590091408
Least developed countries: UN classification,LDC,2018,51.0882635710901,26.5315195804629,1082.35070462921,19.5,64.6054293900193,1032309742.0,46.3452491760254,4.87754288880162
Least developed countries: UN classification,LDC,2019,52.8790143070516,26.3406700478273,1106.28664072321,21.2,64.9756210416769,1057170371.0,46.6186790466309,4.87497607678154
Least developed countries: UN classification,LDC,2020,54.4739882982852,26.1518252861632,1089.46260850363,24.1,64.8355012784588,1082754466.0,47.123161315918,5.60086950090988
Least developed countries: UN classification,LDC,2021,56.1058821370756,25.9615004241247,1175.42321388464,26.1,64.2699057684324,1108233065.0,47.2416381835938,5.73711716533604
Least developed countries: UN classification,LDC,2022,56.7044105069269,25.7720283638031,1298.29338219278,28.2,65.7663286665813,1133564482.0,47.1495704650879,5.05335918611166
Least developed countries: UN classification,LDC,2023,58.4334317805897,25.5824950287118,1258.15690309732,29.9,66.5196263232195,1159744187.0,46.8281211853027,4.70150733081641
Least developed countries: UN classification,LDC,2024,60.3676703753846,,1299.44368873396,31.4,66.7090446173001,1186668913.0,46.8867797851562,4.63280465033072
